dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,-77.446614,-55.63067,-110.195805,-33.763094,12.296116,9.236938,-0.922859
0.010000,-77.650253,-55.898421,-110.532197,-33.639221,12.387262,9.114666,-0.918272
0.010000,-77.854371,-56.164237,-110.867341,-33.514452,12.476964,8.970205,-0.913595
0.010000,-78.058971,-56.428093,-111.201229,-33.388802,12.564969,8.800476,-0.908827
0.010000,-78.26406,-56.689964,-111.533852,-33.262292,12.651034,8.606529,-0.903968
0.010000,-78.46964,-56.949828,-111.865202,-33.134943,12.734883,8.384917,-0.899017
0.010000,-78.675716,-57.207661,-112.19527,-33.00678,12.816247,8.136362,-0.893974
0.010000,-78.882291,-57.463437,-112.524048,-32.877832,12.894851,7.860346,-0.888837
0.010000,-79.089369,-57.717135,-112.851529,-32.748128,12.970353,7.55026,-0.883607
0.010000,-79.296953,-57.968731,-113.177706,-32.617703,13.042492,7.213841,-0.878283
0.010000,-79.505045,-58.218201,-113.502572,-32.486594,13.110906,6.841467,-0.872865
0.010000,-79.713649,-58.465523,-113.826121,-32.354841,13.175281,6.437499,-0.867351
0.010000,-79.922766,-58.710675,-114.148345,-32.222489,13.235256,5.997504,-0.861742
0.010000,-80.132397,-58.953633,-114.469241,-32.089584,13.290477,5.522056,-0.856038
0.010000,-80.342546,-59.194376,-114.788803,-31.956178,13.340575,5.0098,-0.850237
0.010000,-80.553213,-59.432882,-115.107026,-31.822327,13.385165,4.459031,-0.844339
0.010000,-80.7644,-59.669131,-115.423907,-31.688088,13.423863,3.869811,-0.838345
0.010000,-80.976108,-59.903102,-115.739442,-31.553525,13.45628,3.241659,-0.832253
0.010000,-81.188338,-60.134774,-116.05363,-31.418706,13.481976,2.569607,-0.826065
0.010000,-81.40109,-60.364128,-116.366467,-31.2837,13.500564,1.858785,-0.819779
0.010000,-81.614366,-60.591146,-116.677952,-31.148584,13.511622,1.105781,-0.813395
0.010000,-81.828166,-60.815807,-116.988087,-31.013437,13.514705,0.308389,-0.806914
0.010000,-82.042491,-61.038096,-117.29687,-30.878343,13.509399,-0.530675,-0.800336
0.010000,-82.257341,-61.257994,-117.604304,-30.74339,13.495261,-1.41375,-0.79366
0.010000,-82.472717,-61.475485,-117.910391,-30.608671,13.47186,-2.340155,-0.786888
0.010000,-82.688619,-61.690553,-118.215134,-30.474284,13.438761,-3.30989,-0.780018
0.010000,-82.905048,-61.903184,-118.518537,-30.340329,13.395531,-4.32293,-0.773052
0.010000,-83.122006,-62.113363,-118.820606,-30.206911,13.34175,-5.378173,-0.765989
0.010000,-83.339492,-62.321077,-119.121347,-30.074141,13.276985,-6.476517,-0.758831
0.010000,-83.557508,-62.526314,-119.420769,-29.942133,13.200834,-7.61502,-0.751577
0.010000,-83.776055,-62.729062,-119.718879,-29.811004,13.112893,-8.794087,-0.744229
